날짜,링크,제목,댓글,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타,정치,비혐오,악플/욕설,신조어,우회,단어매몰,맥락오류,기타오류,구조모순
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",니들이 악마가 아니고 뭐냐,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",저러는데도 아무도 제지를 못하는거야?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",진짜야????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아.....미친ㅜㅠ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",뭐라고????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",저게사탄이지,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",뭐라고??????? 뭐라는거야,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅁㅊ...? 아니 왜??? 아 팔레스타인측에 있는 사람들이라 그런거구나 ㄷㄷㄷㄷ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",가디언에서 보도한거네 ㅁㅊ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",예???????????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",나찌가 되어버렸구나,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",예...?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",하....,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",엥 ㅅㅂ?,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",??????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",하.. 진짜 천벌받을거야...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅁㅊ...,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅁㅊ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",???,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",악마들,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",악마들 꼭 천벌받아라,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",나치나 얘네나 이스라엘 진짜 악마들임,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",앞으로 홀로코스트 피해자코스 하기만 해봐ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",??????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",이걸 국가적으로 제재가 안됨?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",.......?????????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",정말 무서운게 없구나,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",뭐야 ㅅㅂ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",도대체 왜???,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미친놈들ㅠㅠ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",가짜 뉴스 아니고? 말이 안되는데,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아무리 유엔이 유명무실해지고 있다지만 저건 너무 선 넘었는데,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤나봐 미국이 뒷배라서 막나가는구나,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅁㅊ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅅㅂ 내가 지금 뭘 읽은거야... ㅅㅂ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",엥??,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미친거아니아???,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",?????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",헐...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",???유엔을???,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",?????미친거임?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",와... 저래도 되는거임?? 세계 갱단이야 뭐야,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",도대체 종교가 뭔데...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",이스라엘은 참 ㅎㅎ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",이게 말이 돼?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",?? 악마야 천벌받아,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미친것들 인간도 아니다.....,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",네?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",?? 미친놈들이구나,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",?? 내가 지금 뭘 읽은거냐??? 저것들이 사람이냐 악마지,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",???????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",너무 사악하다,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅁㅊ 이스라엘 극혐 시오니즘 극혐,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",굥돼지 스러운데 ㄷㄷㄷ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",지금 내가 뭘 본거지???,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",타국 사람들을? 미국이 다 커버쳐줄거라 생각하나 ㅋㅋㅋㅋㅋ 쟤들이랑 탈레반 악행의 차이를 모르겠어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",왜 그러는거야? ㅁㅊ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",저런인간들이 죽어서 모이는곳이 천국이 확실함?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미친거아냐? 지들이 뭔데? 신 제발 있었으면 좋겠음 그래야 쟤네 지옥가지,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아니 왜?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아니 왜??,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",전 세계가 망조다ㅜㅜㅜ 너무 가슴아프네,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",이스라엘 지지자들 다 입 싹 닫으려나,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤어?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",이정도면 저뿌리의 종교가 문제인거 아닐까 진짜 저종교만 없었어도 역사에서 불행한 사람들 반은 없었을듯,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아니 왜??,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",???????????????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",??????? 진짜 너무한거 아니냐 인간이 어쩜 저렇게까지 잔인하냐고,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",구 나치국이 돈 대는 현 나치 정부,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미친 왜??,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",뭐라고??????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아니 왜??????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",그렇게 지들이 욕하던 나치랑 똑같네..,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",어?????????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",놀랍지도 않다. 이스라엘 새끼들 팔레스타인 의료진들이나 구급대원들도 일부러 죽이잖아. 작년에 남자 외과 의사 강간하고 죽인 사건도 있고,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤다... 의료진을.. 민간인을...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤다 진짜,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",신은 없다,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",엥 이건 전세계 인권이나 나서야는거아녀,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",인간이길 포기한거임?,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",같은 인간이 아닌듯...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",?????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",ㅁㅊ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",진짜 이스라엘은 나치처럼 변했네,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",이제 홀로코스트 팔이 하지 마라 자격 없다,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",와... ㅁㅊ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미친놈들,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",헐,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",진짜 미친거 같다 신 애초에 믿지도 않았지만 쟤들 때문에라도 있으면 안됨,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",헐,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤나봐..,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",아이 의료진 언론인들 이미 다 죽이고 있어서 놀랍지도 않다,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤다,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",???????,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",미쳤네,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2025-04-01 20:41:00,https://theqoo.net/hot/3675719225?page=284,"""이스라엘, 유엔·구호단체 직원 15명 하나씩 죽여 집단매장""",진짜 사람 아닌듯,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
